Site,Day,Month,Year,PolygonNum,PointNum,Sub&Att,Subclass,Attributes,SampFormat,Northing,Easting,Altitude,Notes
OTH,6,Jul,2021,2,3,10ac,10,ac,MU,4736931.074,347710.888,0.939,
OTH,6,Jul,2021,8,13,05a,05,a,MU,4736897.071,347688.924,1.414,
OTH,6,Jul,2021,10,16,04a,04,a,MU,4736889.028,347683.863,1.415,
OTH,6,Jul,2021,13,21,03a,03,a,MU,4736879.016,347676.601,1.419,
OTH,6,Jul,2021,18,32,04a,04,a,MU,4736911.389,347753.067,1.403,
OTH,6,Jul,2021,20,35,06a,06,a,MU,4736907.864,347773.236,1.394,
OTH,6,Jul,2021,22,38,07a,07,a,MU,4737256.514,347584.132,1.223,
OTH,6,Jul,2021,23,39,11af,11,af,MU,4737255.508,347585.376,1.197,
OTH,6,Jul,2021,25,42,04a,04,a,MU,4737246.78,347594.132,1.211,
OTH,6,Jul,2021,29,49,06c,06,c,MU,4737235.171,347593.904,1.266,
OTH,6,Jul,2021,30,50,06a,06,a,MU,4737236.362,347592.531,1.343,
OTH,6,Jul,2021,32,53,10a,10,a,MU,4737277.008,347546.837,1.377,
OTH,6,Jul,2021,33,54,06a,06,a,MU,4737373.398,347318.051,1.363,
OTH,6,Jul,2021,36,59,10a,10,a,MU,4737365.516,347321.938,1.288,
OTH,6,Jul,2021,38,62,10a,10,a,MU,4737359.15,347324.928,1.282,
OTH,6,Jul,2021,39,63,06a,06,a,MU,4737356.764,347326.143,1.283,
