Site,Day,Month,Year,PolygonNum,PointNum,Sub&Att,Subclass,Attributes,SampFormat,Northing,Easting,Altitude,Notes
WEL,28,Sep,2019,1,1,06a,06,a,MU,4637509.282,417264.605,1.663,1 mu
WEL,28,Sep,2019,4,6,33ck,33,ck,MU,4637481.606,417283.065,1.496,1 mu
WEL,28,Sep,2019,8,14,03a,03,a,MU,4637462.848,417265.407,1.387,1 mu
WEL,28,Sep,2019,9,15,06af,06,af,MU,4637461.331,417264.039,1.327,1mu
WEL,28,Sep,2019,10,16,02a,02,a,MU,4637462.321,417262.417,1.374,1 mu
WEL,28,Sep,2019,13,21,03a,03,a,MU,4637451.799,417258.558,1.361,1 mu
WEL,28,Sep,2019,15,24,33ef,33,ef,MU,4637451.887,417250.598,1.178,1 mu
WEL,28,Sep,2019,17,29,33ef,33,ef,MU,4637430.676,417239.852,1.284,
WEL,28,Sep,2019,18,30,01ef,01,ef,MU,4637428.811,417239.718,1.239,
WEL,28,Sep,2019,19,31,01ae,01,ae,MU,4637427.037,417241.022,1.192,low density peat in surrounding area
WEL,28,Sep,2019,25,42,06af,06,af,MU,4637436.463,417270.01,1.534,
WEL,28,Sep,2019,31,53,33ef,33,ef,MU,4637419.998,417284.623,1.312,1 mu
WEL,28,Sep,2019,38,73,02a,02,a,MU,4637450.477,417301.086,1.543,1 mu
WEL,28,Sep,2019,40,76,02a,02,a,MU,4637442.604,417303.606,1.515,1 mu
WEL,28,Sep,2019,42,80,10a,10,a,MU,4637293.338,416736.394,1.558,"new area, non linear transect"
WEL,28,Sep,2019,43,81,01a,01,a,MU,4637292.172,416737.705,1.436,1 mu
WEL,28,Sep,2019,45,85,33ef,33,ef,MU,4637283.098,416749.086,1.37,1 mu
WEL,28,Sep,2019,46,86,01cef,01,cef,MU,4637282.062,416750.738,1.357,
WEL,28,Sep,2019,50,94,01b,01,b,MU,4637257.639,416785.171,1.161,1 mu
WEL,28,Sep,2019,52,97,01bc,01,bc,MU,4637255.153,416789.217,1.196,
WEL,28,Sep,2019,53,98,01bcf,01,bcf,MU,4637254.604,416790.301,1.202,
WEL,28,Sep,2019,59,114,10a,10,a,MU,4637227.123,416825.74,1.539,1 mu
WEL,28,Sep,2019,65,126,06ae,06,ae,MU,4637224.818,416814.981,1.366,1 mu
WEL,28,Sep,2019,66,127,10ae,10,ae,MU,4637224.771,416816.585,1.366,1 mu
WEL,28,Sep,2019,67,128,06ae,06,ae,MU,4637225.094,416817.812,1.42,1 mu
WEL,28,Sep,2019,68,129,10ae,10,ae,MU,4637225.665,416818.769,1.424,1 mu
WEL,28,Sep,2019,69,130,06ae,06,ae,MU,4637225.983,416820.152,1.446,
