Site,Day,Month,Year,PolygonNum,PointNum,Sub&Att,Subclass,Attributes,SampFormat,Northing,Easting,Altitude,Notes
PEG,,,,95,381,32,32,,Line,4672342.583,357969.676,1.856,
PEG,,,,95,382,32,32,,Line,4672343.307,357967.454,1.513,
PEG,,,,99,386,06a,06,a,Line,4672344.072,357962.64,1.383,
PEG,,,,99,387,06a,06,a,Line,4672342.362,357960.749,1.401,
PEG,,,,99,388,06a,06,a,Line,4672341.693,357961.85,1.477,
PEG,,,,101,390,31,31,,Line,4672340.298,357961.88,1.522,
PEG,,,,101,391,31,31,,Line,4672336.489,357957.625,1.629,
PEG,,,,103,393,31,31,,Line,4672334.881,357956.549,1.635,
PEG,,,,103,394,31,31,,Line,4672331.684,357953.834,1.728,
PEG,,,,105,396,10a,10,a,Line,4672328.744,357952.502,1.682,
PEG,,,,105,397,10a,10,a,Line,4672326.848,357951.902,1.616,
PEG,,,,106,398,09a,09,a,Line,4672325.525,357951.154,1.879,
PEG,,,,106,399,09a,09,a,Line,4672320.441,357943.052,1.657,
PEG,,,,107,400,04a,04,a,Line,4672319.758,357942.154,1.531,
PEG,,,,107,401,04a,04,a,Line,4672314.351,357933.689,1.567,
PEG,,,,107,402,04a,04,a,Line,4672318.134,357929.556,1.562,
PEG,,,,108,403,06a,06,a,Line,4672319.266,357928.556,1.553,
PEG,,,,108,404,06a,06,a,Line,4672321.392,357925.181,1.443,
PEG,,,,109,405,02a,02,a,Line,4672321.992,357924.268,1.321,
PEG,,,,109,406,02a,02,a,Line,4672320.11,357920.765,1.263,
PEG,,,,110,407,01a,01,a,Line,4672320.958,357920.337,1.257,
PEG,,,,110,408,01a,01,a,Line,4672321.983,357918.827,1.15,
PEG,,,,110,409,01a,01,a,Line,4672325.146,357916.872,1.046,
PEG,,,,110,410,01a,01,a,Line,4672329.636,357920.583,0.994,
PEG,,,,111,411,02a,02,a,Line,4672330.831,357922.318,1.071,
PEG,,,,111,412,02a,02,a,Line,4672332.889,357923.897,1.144,
PEG,,,,112,413,06a,06,a,Line,4672333.672,357924.867,1.248,
PEG,,,,112,414,06a,06,a,Line,4672349.875,357930.965,1.174,
PEG,,,,113,415,01a,01,a,Line,4672351.383,357931.664,1.105,
PEG,,,,113,416,01a,01,a,Line,4672352.229,357933.337,0.881,
PEG,,,,113,417,01a,01,a,Line,4672359.308,357930.92,0.853,
PEG,,,,113,418,01a,01,a,Line,4672358.792,357928.831,1.067,
PEG,,,,113,419,01a,01,a,Line,4672357.055,357930.138,1.003,
PEG,,,,116,422,06a,06,a,Line,4672354.199,357928.555,1.162,
PEG,,,,116,423,06a,06,a,Line,4672358.404,357921.018,1.17,
PEG,,,,116,424,06a,06,a,Line,4672360.814,357920.317,1.189,
PEG,,,,117,425,04a,04,a,Line,4672362.42,357920.184,1.171,
PEG,,,,117,426,04a,04,a,Line,4672365.028,357919.986,1.182,
PEG,,,,118,427,01a,01,a,Line,4672366.25,357920.156,1.167,
PEG,,,,118,428,01a,01,a,Line,4672372.815,357915.779,0.948,
PEG,,,,119,429,01b,01,b,Line,4672373.979,357914.862,0.573,
PEG,,,,119,430,01b,01,b,Line,4672370.398,357911.914,0.669,
PEG,,,,120,431,27,27,,Line,4672369.594,357910.969,0.35,
PEG,,,,120,432,27,27,,Line,4672365.871,357912.125,0.428,
PEG,,,,120,433,27,27,,Line,4672366.296,357913.141,0.642,
PEG,,,,121,434,01a,01,a,Line,4672366.593,357914.455,0.953,
PEG,,,,121,435,01a,01,a,Line,4672349.538,357922.442,0.846,
PEG,,,,123,454,01ah,01,ah,Line,4672337.362,357947.811,0.969,
PEG,,,,123,455,01ah,01,ah,Line,4672341.839,357943.19,0.839,
PEG,,,,125,457,10a,10,a,Line,4672312.7,357914.056,1.575,
PEG,,,,125,458,10a,10,a,Line,4672312.557,357912.339,1.59,
PEG,,,,126,459,12a,12,a,Line,4672311.501,357911.595,1.659,
PEG,,,,126,460,12a,12,a,Line,4672313.053,357903.722,1.778,
PEG,,,,126,461,12a,12,a,Line,4672324.74,357901.29,1.726,
PEG,,,,127,462,09a,09,a,Line,4672325.333,357898.896,1.875,
PEG,,,,127,463,09a,09,a,Line,4672333.037,357895.995,1.759,
PEG,,,,128,464,10a,10,a,Line,4672334.152,357896.755,1.74,
PEG,,,,129,465,09a,09,a,Line,4672334.781,357895.858,1.798,
PEG,,,,130,466,10a,10,a,Line,4672336.245,357895.402,1.733,
PEG,,,,131,467,09a,09,a,Line,4672337.508,357894.546,1.86,
PEG,,,,132,468,08a,08,a,Line,4672336.997,357892.899,1.69,
PEG,,,,132,469,08a,08,a,Line,4672300.523,357903.276,1.672,
PEG,,,,132,470,08a,08,a,Line,4672298.202,357903.657,1.649,
PEG,,,,133,471,06a,06,a,Line,4672296.622,357903.81,1.623,
PEG,,,,133,472,06a,06,a,Line,4672289.313,357905.52,1.604,
PEG,,,,134,473,4a,4a,,Line,4672287.198,357906.681,1.623,
PEG,,,,134,474,04a,04,a,Line,4672286.799,357903.986,1.6,
PEG,,,,135,475,06a,06,a,Line,4672288.363,357903.677,1.61,
PEG,,,,135,476,06a,06,a,Line,4672294.882,357901.733,1.619,
PEG,,,,136,477,8,8,,Line,4672296.211,357901.322,1.626,
PEG,,,,136,478,8,8,,Line,4672346.015,357881.337,1.67,
PEG,,,,137,479,06b,06,b,Line,4672348.032,357879.544,1.636,
