Site,Day,Month,Year,PolygonNum,PointNum,Sub&Att,Subclass,Attributes,SampFormat,Northing,Easting,Altitude,Notes
OTH,27,Jul,2023,1,1,6,6,,Line,4736908.935,347778.514,1.22,
OTH,27,Jul,2023,1,2,6,6,,Line,4736908.06,347773.341,1.21,
OTH,27,Jul,2023,2,3,4,4,,Line,4736907.725,347771.307,1.169,
OTH,27,Jul,2023,2,4,4,4,,Line,4736906.994,347764.919,1.193,
OTH,27,Jul,2023,6,8,5,5,,Line,4736924.004,347708.594,1.338,
OTH,27,Jul,2023,6,9,5,5,,Line,4736936.335,347700.633,1.276,
OTH,27,Jul,2023,9,12,6,6,,Line,4736925.502,347702.48,1.446,
OTH,27,Jul,2023,9,13,6,6,,Line,4736913.405,347700.884,1.531,
OTH,27,Jul,2023,10,14,6,6,,Line,4736913.424,347702.034,1.485,
OTH,27,Jul,2023,10,15,6,6,,Line,4736912.952,347709.185,1.46,
OTH,27,Jul,2023,11,16,5,5,,Line,4736912.934,347711.143,1.46,
OTH,27,Jul,2023,11,17,5,5,,Line,4736913.745,347720.618,1.424,
OTH,27,Jul,2023,13,19,8,8,,Line,4736912.058,347785.41,1.477,
OTH,27,Jul,2023,13,20,8,8,,Line,4736913.024,347778.306,1.461,
OTH,27,Jul,2023,15,22,8,8,,Line,4736907.958,347804.417,1.519,
OTH,27,Jul,2023,15,23,8,8,,Line,4736909.796,347815.733,1.523,
OTH,27,Jul,2023,16,24,2,2,,Line,4736909.271,347838.364,1.457,
OTH,27,Jul,2023,16,25,2,2,,Line,4736911.041,347835.083,1.352,
OTH,27,Jul,2023,17,26,8,8,,Line,4736918.848,347852.401,1.432,
OTH,27,Jul,2023,17,27,8,8,,Line,4736934.93,347846.234,1.475,
OTH,27,Jul,2023,18,28,8,8,,Line,4736935.22,347847.467,1.448,
OTH,27,Jul,2023,18,29,8,8,,Line,4736940.2,347856.196,1.439,
OTH,27,Jul,2023,19,30,6,6,,Line,4736929.737,347862.617,1.44,
OTH,27,Jul,2023,19,31,6,6,,Line,4736921.213,347875.594,1.358,
OTH,27,Jul,2023,20,32,2,2,,Line,4736922.878,347877.553,1.112,
OTH,27,Jul,2023,20,33,2,2,,Line,4736933.598,347874.433,1.251,
OTH,27,Jul,2023,21,34,10,10,,Line,4737180.663,347640.65,1.444,
OTH,27,Jul,2023,21,35,10,10,,Line,4737181.083,347638.97,1.458,
OTH,27,Jul,2023,26,46,11,11,,Line,4737296.226,347532.818,1.258,
OTH,27,Jul,2023,26,47,11,11,,Line,4737300.846,347528.075,1.22,
OTH,27,Jul,2023,28,49,6,6,,Line,4737280.315,347537.556,1.403,
OTH,27,Jul,2023,28,50,6,6,,Line,4737271.8,347548.609,1.423,
OTH,27,Jul,2023,29,51,11,11,,Line,4737344.842,347449.248,1.355,
OTH,27,Jul,2023,29,52,11,11,,Line,4737346.581,347446.862,1.373,
OTH,27,Jul,2023,30,53,10,10,,Line,4737369.987,347329.326,1.406,
OTH,27,Jul,2023,30,54,10,10,,Line,4737367.601,347330.538,1.423,
OTH,27,Jul,2023,31,55,11,11,,Line,4737412.975,347381.35,1.295,
OTH,27,Jul,2023,31,56,11,11,,Line,4737414.386,347382.621,1.265,
OTH,27,Jul,2023,31,57,11,11,,Line,4737415.747,347384.972,1.273,
OTH,27,Jul,2023,31,58,11,11,,Line,4737417.017,347385.378,1.245,
OTH,27,Jul,2023,31,59,11,11,,Line,4737420.49,347381.057,1.343,
