poly_number,point_number,subclass,northing,easting,elevation,notes,date,type,veg_height_cm,veg_height_m,outside_mask,out_rgb_may,out_lidar_may,out_rgb_aug,out_lidar_aug,site,predicted
NA,1,5,4737676.927,347747.078,1.13,NA,2022-08-11,EVP,46,0.46,Yes,Yes,Yes,NA,NA,oth,1.3693853585986653
NA,2,6,4737249.488,347637.366,1.453,NA,2022-08-09,EVP,19,0.19,NA,NA,NA,NA,NA,oth,1.5725099137750342
NA,4,6,4737298.991,347248.003,1.31,NA,2022-08-09,EVP,22,0.22,NA,NA,NA,NA,NA,oth,1.4023431062481122
NA,5,9,4737344.308,347327.88,1.317,NA,2022-08-09,EVP,95,0.95,NA,NA,NA,NA,NA,oth,1.3651749359647085
NA,6,8,4737378.749,347325.991,1.425,NA,2022-08-09,EVP,43,0.43,NA,NA,NA,NA,NA,oth,1.454340081959156
NA,7,5,4737282.337,347232.367,1.383,NA,2022-08-09,EVP,31,0.31,NA,NA,NA,NA,NA,oth,1.4346990957985544
NA,8,6,4737374.361,347292.091,1.447,NA,2022-08-09,EVP,21,0.21,NA,NA,NA,NA,NA,oth,1.5111320137004733
NA,9,9,4737392.865,347333.59,1.583,NA,2022-08-09,EVP,73,0.73,NA,NA,NA,NA,NA,oth,1.61377625713388
NA,10,6,4737344.931,347288.07,1.34,NA,2022-08-09,EVP,32,0.32,NA,NA,NA,NA,NA,oth,1.3188447258557998
NA,11,6,4737368.057,347284.676,1.479,NA,2022-08-09,EVP,15,0.15,NA,NA,NA,NA,NA,oth,1.4985027061501726
NA,12,6,4737490.599,347462.372,1.457,NA,2022-08-11,EVP,22,0.22,NA,NA,NA,NA,NA,oth,1.6144417727978386
NA,13,6,4737362.758,347317.841,1.355,NA,2022-08-09,EVP,28,0.28,NA,NA,NA,NA,NA,oth,1.4293607096722332
NA,14,5,4737057.633,347972.598,1.297,NA,2022-08-11,EVP,39,0.39,NA,NA,NA,NA,NA,oth,1.35651070655437
NA,15,9,4737324.007,347286.758,1.231,NA,2022-08-09,EVP,92,0.92,NA,NA,NA,NA,NA,oth,1.2905883232720332
NA,16,6,4737550.621,347814.12,1.318,NA,2022-08-11,EVP,33,0.33,Yes,Yes,Yes,NA,NA,oth,1.4097493185952221
NA,17,6,4737280.8,347241.001,1.296,NA,2022-08-09,EVP,21,0.21,NA,NA,NA,NA,NA,oth,1.3491576224883572
NA,18,2,4737208.179,347315.461,1.295,NA,2022-08-09,EVP,79,0.79,NA,NA,NA,NA,NA,oth,1.3194656361828534
NA,19,6,4737374.916,347288.647,1.434,NA,2022-08-09,EVP,18,0.18,NA,NA,NA,NA,NA,oth,1.5484816034459783
NA,20,6,4737070.919,347957.465,1.339,NA,2022-08-11,EVP,23,0.23,NA,NA,NA,NA,NA,oth,1.433191861391699
NA,22,8,4737580.586,347635.756,1.337,NA,2022-08-11,EVP,32,0.32,NA,NA,NA,NA,NA,oth,1.4676197790186267
NA,24,3,4737325.154,347712.402,1.34,NA,2022-08-11,EVP,28,0.28,NA,NA,NA,NA,NA,oth,1.4515717269674884
NA,25,6,4737042.425,347815.489,1.282,NA,2022-08-09,EVP,26,0.26,NA,NA,NA,NA,NA,oth,1.364492877026969
NA,26,9,4737562.699,347850.828,1.328,NA,2022-08-11,EVP,111,1.11,Yes,Yes,Yes,NA,NA,oth,1.419962098990337
NA,27,6,4736981.761,347800.672,1.292,NA,2022-08-09,EVP,15,0.15,NA,NA,NA,NA,NA,oth,NA
NA,28,11,4737197.435,347643.586,1.393,NA,2022-08-09,EVP,57,0.57,NA,NA,NA,NA,NA,oth,1.4500463453091412
NA,29,8,4736945.384,347855.582,1.456,NA,2022-08-09,EVP,32,0.32,NA,NA,NA,NA,NA,oth,NA
NA,30,1,4737024.323,347930.112,1.178,NA,2022-08-11,EVP,70,0.7,NA,NA,NA,NA,NA,oth,1.4156046279307846
NA,31,6,4736975.385,347550.993,1.37,NA,2022-08-09,EVP,24,0.24,NA,NA,NA,NA,NA,oth,NA
NA,32,6,4737276.55,347225.169,1.402,NA,2022-08-09,EVP,12,0.12,NA,NA,NA,NA,NA,oth,1.4114801539358797
NA,34,1,4737476.493,347667.696,0.848,NA,2022-08-11,EVP,120,1.2,NA,NA,NA,NA,NA,oth,1.0747570995244424
NA,35,5,4737209.096,347334.088,1.395,NA,2022-08-09,EVP,38,0.38,NA,NA,NA,NA,NA,oth,1.4179971843142434
NA,37,5,4737066.265,347895.046,1.293,NA,2022-08-11,EVP,34,0.34,NA,NA,NA,NA,NA,oth,1.4298372828831791
NA,38,3,4736967.953,347579.776,1.368,NA,2022-08-09,EVP,31,0.31,NA,NA,NA,NA,NA,oth,NA
NA,42,10,4737363.097,347311.718,1.695,NA,2022-08-09,EVP,15,0.15,NA,NA,NA,NA,NA,oth,1.4292902170471902
NA,44,3,4737275.179,347241.123,1.368,NA,2022-08-09,EVP,25,0.25,NA,NA,NA,NA,NA,oth,1.3436162622556562
NA,45,6,4737230.106,347478.095,1.476,NA,2022-08-09,EVP,12,0.12,NA,NA,NA,NA,NA,oth,1.5365735153087525
NA,47,8,4737649.721,347754.13,1.321,NA,2022-08-11,EVP,48,0.48,Yes,Yes,NA,NA,NA,oth,1.425569872723984
NA,49,2,4737278.063,347288.065,1.32,NA,2022-08-09,EVP,41,0.41,NA,NA,NA,NA,NA,oth,1.3584900581001196
NA,50,3,4737241.404,347442.796,1.501,NA,2022-08-09,EVP,22,0.22,NA,NA,NA,NA,NA,oth,1.5784124662499461
NA,51,6,4737204.619,347304.962,1.372,NA,2022-08-09,EVP,30,0.3,NA,NA,NA,NA,NA,oth,1.4040136025313334
NA,53,3,4737563.591,347597.852,2.241,NA,2022-08-11,EVP,40,0.4,NA,NA,NA,NA,NA,oth,1.5547702641738852
NA,56,4,4736946.844,347579.213,1.395,NA,2022-08-09,EVP,21,0.21,NA,NA,NA,NA,NA,oth,NA
NA,57,9,4736968.756,347798.724,1.375,NA,2022-08-09,EVP,97,0.97,NA,NA,NA,NA,NA,oth,NA
NA,59,9,4737213.738,347889.038,1.426,NA,2022-08-11,EVP,31,0.31,NA,NA,NA,NA,NA,oth,1.5536773444504133
NA,61,3,4737363.25,347724.256,1.405,NA,2022-08-11,EVP,30,0.3,NA,NA,NA,NA,NA,oth,1.5327898640633308
NA,62,9,4737191.626,347649.216,1.597,NA,2022-08-09,EVP,113,1.13,NA,NA,NA,NA,NA,oth,1.6504987425855082
NA,63,2,4737257.068,347584.859,1.226,NA,2022-08-09,EVP,68,0.68,NA,NA,NA,NA,NA,oth,1.3323435029472683
NA,64,6,4736924.621,347616.018,1.417,NA,2022-08-09,EVP,20,0.2,NA,NA,NA,NA,NA,oth,NA
NA,67,9,4737191.177,347684.933,1.432,NA,2022-08-11,EVP,128,1.28,NA,NA,NA,NA,NA,oth,1.6106632086933261
NA,68,9,4737540.917,347638.452,1.353,NA,2022-08-11,EVP,130,1.3,NA,NA,NA,NA,NA,oth,1.5015786413835768
NA,69,9,4736861.802,347680.087,1.507,NA,2022-08-09,EVP,116,1.16,NA,NA,NA,NA,NA,oth,NA
NA,70,6,4737094.624,347941.512,1.313,NA,2022-08-11,EVP,32,0.32,NA,NA,NA,NA,NA,oth,1.4265370388037737
NA,71,5,4737155.6,347939.844,1.275,NA,2022-08-11,EVP,37,0.37,NA,NA,NA,NA,NA,oth,1.2957307072730524
NA,73,6,4737164.533,348140.311,1.201,NA,2022-08-11,EVP,15,0.15,NA,NA,NA,NA,NA,oth,NA
NA,74,6,4736953.887,347580.158,1.394,NA,2022-08-09,EVP,21,0.21,NA,NA,NA,NA,NA,oth,NA
NA,78,2,4737152.866,348081.315,1.138,NA,2022-08-11,EVP,66,0.66,NA,NA,NA,NA,NA,oth,NA
NA,80,2,4737308.474,347628.149,1.226,NA,2022-08-09,EVP,68,0.68,NA,NA,NA,NA,NA,oth,1.3675937493213985
NA,81,2,4737260.23,347287.091,1.296,NA,2022-08-09,EVP,51,0.51,NA,NA,NA,NA,NA,oth,1.379712554691707
NA,82,8,4737478.214,347702.863,1.442,NA,2022-08-11,EVP,36,0.36,NA,NA,NA,NA,NA,oth,1.5060115062910098
NA,83,5,4737010.145,347579.832,1.374,NA,2022-08-09,EVP,28,0.28,NA,NA,NA,NA,NA,oth,1.4285151741400668
NA,84,8,4737556.489,347691.256,1.368,NA,2022-08-11,EVP,29,0.29,NA,NA,NA,NA,NA,oth,1.443729433929841
NA,85,6,4737489.209,347681.969,1.151,NA,2022-08-11,EVP,27,0.27,NA,NA,NA,NA,NA,oth,1.380909435749726
NA,86,5,4737043.401,347901.577,1.323,NA,2022-08-11,EVP,33,0.33,NA,NA,NA,NA,NA,oth,1.4174819485946313
NA,88,6,4737225.867,347212.394,1.344,NA,2022-08-09,EVP,13,0.13,NA,NA,NA,NA,NA,oth,1.3503929201904916
