"source","group","n","mean_bias","median_bias","mae","mad","rmse","max_abs","q25_abs","q75_abs","q95_abs","slope","bias_p","pct_within_10cm","pct_within_20cm"
"may_14_ortho","overall",131,0.102313497191368,0.119855475075369,0.161902284754557,0.0966404054805325,0.244548328634321,1.84424152769308,0.0768146291192293,0.191820832235618,0.379929170858582,0.628245146094216,5.97557215074772e-07,32.824427480916,77.0992366412214
"may_14_ortho","1",12,0.175854464180287,0.178152010420386,0.175854464180287,0.0572998581396223,0.183457451272903,0.253207388896979,0.141798407288829,0.212133372823285,0.24527250370832,0.950029547794178,2.44611661285812e-07,8.33333333333333,50
"may_14_ortho","10",1,-0.448053835972839,-0.448053835972839,0.448053835972839,0,0.448053835972839,0.448053835972839,0.448053835972839,0.448053835972839,0.448053835972839,NA,NA,0,0
"may_14_ortho","11",2,0.212051772429439,0.212051772429439,0.212051772429439,0.106334233792815,0.223852455299886,0.283773230538716,0.1761910433748,0.247912501484078,0.276601084727789,2.68756372021829,0.207632024697986,0,50
"may_14_ortho","12",1,1.84424152769308,1.84424152769308,1.84424152769308,0,1.84424152769308,1.84424152769308,1.84424152769308,1.84424152769308,1.84424152769308,NA,NA,0,0
"may_14_ortho","2",10,0.107882041965242,0.153646188163768,0.126812702436166,0.0333345492370988,0.143355154824015,0.208048524620881,0.0913463561879372,0.167120234676501,0.197298683638273,0.46939696261711,0.00752845314498119,30,90
"may_14_ortho","3",19,-0.00424100887459133,0.071523922280863,0.148062713069862,0.0700142103843636,0.244313750293489,0.855364558876732,0.0576655623479722,0.139032408032991,0.518067654031817,-0.0177740786736969,0.94209448703907,57.8947368421053,89.4736842105263
"may_14_ortho","4",12,0.126386686218627,0.125944444015747,0.126386686218627,0.0724678264835522,0.137322171398005,0.226731326761737,0.0809681996695257,0.166882036824635,0.20391777038525,0.760939991086429,8.24537684645614e-06,41.6666666666667,91.6666666666667
"may_14_ortho","5",17,0.10338502530883,0.107559033576728,0.118279459839978,0.0947371539034429,0.137668199688534,0.232006782262812,0.0661863807728327,0.171458368463712,0.228648134799795,0.924160687100342,0.000328511928111967,41.1764705882353,82.3529411764706
"may_14_ortho","6",40,0.0795145482393153,0.125043663402084,0.140638084812489,0.114504739571401,0.157836394870761,0.35772560099018,0.0870240764833027,0.181887000724188,0.252497160892475,0.610686810043097,0.000785386293069779,27.5,80
"may_14_ortho","7",3,-0.0694355908912128,0.0958499902917889,0.198652902926777,0.0031519890226782,0.24528707944085,0.402132740726984,0.0969129840266729,0.250054359244271,0.371717064430441,0.0266553072523848,0.716921123405699,66.6666666666667,66.6666666666667
"may_14_ortho","8",5,0.064272844412123,0.115265936903192,0.129179613565698,0.0943268137627365,0.136813334298638,0.182332289074403,0.115265936903192,0.162266922883936,0.17831921583631,-0.205976826479964,0.347162859331404,20,100
"may_14_ortho","9",9,0.211828558939799,0.216434922168079,0.211828558939799,0.143188688259653,0.251565549682148,0.415000046328721,0.119855475075369,0.264599406481724,0.409970638529883,0.956934230739904,0.00224060303253885,22.2222222222222,44.4444444444444
"may_02_ortho","overall",145,0.157491612529516,0.14598446709934,0.174755290829394,0.08088799584665,0.225372353853191,1.15035020242788,0.100061818886336,0.210470264858349,0.446006855215112,0.843737418484217,1.05159695271615e-22,24.8275862068966,71.7241379310345
"may_02_ortho","1",12,0.144040742549042,0.143109627108584,0.144040742549042,0.046619693291899,0.154028229998997,0.218612770252947,0.118001327962115,0.185281881725416,0.208609357344373,0.906258767830578,2.74134247954966e-06,8.33333333333333,83.3333333333333
"may_02_ortho","10",1,-0.0477804649084617,-0.0477804649084617,0.0477804649084617,0,0.0477804649084617,0.0477804649084617,0.0477804649084617,0.0477804649084617,0.0477804649084617,NA,NA,100,100
"may_02_ortho","11",2,0.15445600296678,0.15445600296678,0.15445600296678,0.0125598990770662,0.154688150071126,0.16292753883422,0.15022023503306,0.1586917709005,0.162080385247476,0.800669744295533,0.0348820951206258,0,100
"may_02_ortho","12",1,1.15035020242788,1.15035020242788,1.15035020242788,0,1.15035020242788,1.15035020242788,1.15035020242788,1.15035020242788,1.15035020242788,NA,NA,0,0
"may_02_ortho","2",11,0.1620227871916,0.165884172543506,0.1620227871916,0.0689081702788604,0.172108672550387,0.255481733503946,0.112935819535678,0.199241092988843,0.244740184072195,1.18896592904689,4.93071429534989e-06,18.1818181818182,72.7272727272727
"may_02_ortho","3",21,0.0877748096763919,0.101748527337741,0.150801729335382,0.062714939470202,0.21515507461128,0.653735871289776,0.0682744649702052,0.159787368515983,0.433697707456813,0.18099052167826,0.0594622148401921,42.8571428571429,80.9523809523809
"may_02_ortho","4",13,0.143286711005764,0.116561311561326,0.143286711005764,0.0652683410064736,0.166261154604221,0.349197394673936,0.0914262613481933,0.190764675084197,0.29214427306471,0.580756179699548,7.41339983948151e-05,38.4615384615385,84.6153846153846
"may_02_ortho","5",21,0.114052809838217,0.122977186344192,0.122413781000626,0.08860143584437,0.155509077735722,0.449084142154687,0.0429401081258161,0.173260701195568,0.210470264858349,0.388052792567598,0.000102885514721581,38.0952380952381,90.4761904761905
"may_02_ortho","6",44,0.184172966876199,0.185289224785698,0.194266091481887,0.0725602546785862,0.22533513559673,0.545634268164998,0.132647906021238,0.226082668074384,0.437994229292186,0.978488951497682,7.40151558788999e-12,15.9090909090909,61.3636363636364
"may_02_ortho","7",3,0.0139641887015035,0.130633765712618,0.168773933290049,0.0190360674059591,0.174712554884469,0.232214616882818,0.137053591493664,0.187844017078764,0.223340496922007,0.284875529792166,0.92007335299551,0,66.6666666666667
"may_02_ortho","8",6,0.125070461715517,0.134197174549815,0.125070461715517,0.113376227470997,0.146734546974615,0.216287642472566,0.0487752574161872,0.196166473545813,0.213478017397942,-0.18675552037315,0.0148330303127687,50,66.6666666666667
"may_02_ortho","9",10,0.291702937179868,0.28346785052875,0.291702937179868,0.121026526882816,0.329657014452761,0.638196520651066,0.174443303964078,0.305423475160512,0.561236800037808,1.17597578803174,0.000294864868426424,0,30
"massgis_346737","overall",110,0.0740227574534202,0.088456708066697,0.104794506365625,0.0511943722727126,0.13248452381569,0.686229735826115,0.059834621281213,0.126271579181337,0.228490884448348,0.621157004818984,1.85904775605178e-10,54.5454545454545,91.8181818181818
"massgis_346737","1",6,0.0938029918621851,0.11483713144173,0.137542338250711,0.173973817487051,0.158197116438495,0.237604627930785,0.0854932092144654,0.20834988286528,0.234892745829199,1.28310675269772,0.160565678743908,33.3333333333333,66.6666666666667
"massgis_346737","10",1,-0.26570978295281,-0.26570978295281,0.26570978295281,0,0.26570978295281,0.26570978295281,0.26570978295281,0.26570978295281,0.26570978295281,NA,NA,0,0
"massgis_346737","11",2,0.0688917347330766,0.0688917347330766,0.0688917347330766,0.0175619743599267,0.0699026778109199,0.0807371241570121,0.0629690400211089,0.0748144294450444,0.0795525852146185,1.27871504526907,0.108401767085228,100,100
"massgis_346737","12",1,0.0723061995579444,0.0723061995579444,0.0723061995579444,0,0.0723061995579444,0.0723061995579444,0.0723061995579444,0.0723061995579444,0.0723061995579444,NA,NA,100,100
"massgis_346737","2",8,0.0808908757724461,0.0899543463818284,0.0808908757724461,0.0385395135064749,0.0887776358204072,0.141593749321399,0.0503883231332201,0.103064092276831,0.129256163090453,0.8840926134084,0.000630232634405689,62.5,100
"massgis_346737","3",16,0.0584266673077069,0.110649268391653,0.147253351504014,0.0489040414646321,0.20797023303517,0.686229735826115,0.0806328946060606,0.143582637842671,0.322772114889829,0.123969614913779,0.274704493100152,37.5,87.5
"massgis_346737","4",10,0.110914279258092,0.103452100837183,0.110914279258092,0.0552090844302071,0.119063809022756,0.175612225092342,0.0841296712092509,0.144159198298587,0.172994417539476,1.09981525745121,3.04359277328322e-05,50,100
"massgis_346737","5",17,0.101823173353847,0.110764086077581,0.101823173353847,0.0282682157893094,0.113801153371749,0.239385358598665,0.0595107065543701,0.123669878235227,0.166507278077174,0.642101616561472,5.41833785518632e-07,47.0588235294118,94.1176470588235
"massgis_346737","6",35,0.0690110824612355,0.0794221771376433,0.0826991877112572,0.0455301971885863,0.0973320452463371,0.229909435749726,0.0531131730366574,0.110544310698491,0.175725211277841,0.610810425174988,1.29813472205691e-06,65.7142857142857,94.2857142857143
"massgis_346737","7",1,-0.345363052607032,-0.345363052607032,0.345363052607032,0,0.345363052607032,0.345363052607032,0.345363052607032,0.345363052607032,0.345363052607032,NA,NA,0,0
"massgis_346737","8",5,0.0808541347845235,0.0757294339298409,0.0808541347845235,0.0427588345561967,0.0879654994446496,0.130619779018627,0.0640115062910098,0.104569872723984,0.125409797759698,0.396460825364611,0.00953912766735433,60,100
"massgis_346737","9",8,0.0923649440592229,0.075775211131185,0.0923649440592229,0.0538178085791111,0.105140128483122,0.178663208693326,0.0521677909303083,0.132902668683704,0.168133610134914,0.925578490141977,0.00182465706105989,62.5,100
"massgis_346735","overall",26,0.0567508196177318,0.0750561076252759,0.0857208114314251,0.0599104325103511,0.104675989555763,0.304408410054734,0.0384668997735154,0.108375914333268,0.1470057694236,1.06130485181909,0.00348581140594888,61.5384615384615,96.1538461538462
"massgis_346735","1",6,0.00664364630828845,0.0720360013110751,0.132180277500959,0.0951293730717865,0.156873569908605,0.304408410054734,0.0806288640677209,0.13691990548898,0.262716289184841,0.273443574923573,0.928168316519023,33.3333333333333,83.3333333333333
"massgis_346735","10",0,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA
